$ freqtrade list-pairs
2022-05-12 15:05:54,206 - freqtrade.configuration.load_config - INFO - Using config: config.json ...
2022-05-12 15:05:54,242 - freqtrade.loggers - INFO - Verbosity set to 0
2022-05-12 15:05:54,245 - freqtrade.configuration.configuration - INFO - Using user-data directory: /opt/freqtrade/user_data ...
2022-05-12 15:05:54,247 - freqtrade.configuration.configuration - INFO - Using data directory: /opt/freqtrade/user_data/data/binance ...
2022-05-12 15:05:54,248 - freqtrade.configuration.check_exchange - INFO - Checking exchange...
2022-05-12 15:05:54,280 - freqtrade.configuration.check_exchange - INFO - Exchange "binance" is officially supported by the Freqtrade development team.
2022-05-12 15:05:54,281 - freqtrade.configuration.configuration - INFO - Using pairlist from configuration.
2022-05-12 15:05:54,281 - freqtrade.configuration.config_validation - INFO - Validating configuration ...
2022-05-12 15:05:54,289 - freqtrade.exchange.exchange - INFO - Instance is running with dry_run enabled
2022-05-12 15:05:54,290 - freqtrade.exchange.exchange - INFO - Using CCXT 1.81.43
2022-05-12 15:05:54,360 - freqtrade.exchange.exchange - INFO - Using Exchange "Binance"
2022-05-12 15:05:54,362 - freqtrade.resolvers.exchange_resolver - INFO - Using resolved exchange 'Binance'...
2022-05-12 15:05:54,363 - freqtrade.exchange.exchange - INFO - Markets were not loaded. Loading them now..

Exchange Binance has 1465 active pairs:
+--------------+---------------+----------+---------+----------+--------+----------+----------+------------+
|           Id |        Symbol |     Base |   Quote |   Active |   Spot |   Margin |   Future |   Leverage |
|      FETBUSD |      FET/BUSD |      FET |    BUSD |     True |   Spot |   Margin |          |          1 |
|      FETUSDT |      FET/USDT |      FET |    USDT |     True |   Spot |   Margin |          |          1 |
|      FIDABTC |      FIDA/BTC |     FIDA |     BTC |     True |   Spot |          |          |          1 |
|     FIDABUSD |     FIDA/BUSD |     FIDA |    BUSD |     True |   Spot |          |          |          1 |
|     FIDAUSDT |     FIDA/USDT |     FIDA |    USDT |     True |   Spot |          |          |          1 |
|       FILBNB |       FIL/BNB |      FIL |     BNB |     True |   Spot |          |          |          1 |
|       FILBTC |       FIL/BTC |      FIL |     BTC |     True |   Spot |   Margin |          |          1 |
|      FILBUSD |      FIL/BUSD |      FIL |    BUSD |     True |   Spot |   Margin |          |          1 |
|       FILTRY |       FIL/TRY |      FIL |     TRY |     True |   Spot |          |          |          1 |
|      FILUSDT |      FIL/USDT |      FIL |    USDT |     True |   Spot |   Margin |          |          1 |
|       FIOBNB |       FIO/BNB |      FIO |     BNB |     True |   Spot |          |          |          1 |
|       FIOBTC |       FIO/BTC |      FIO |     BTC |     True |   Spot |          |          |          1 |
|      FIOBUSD |      FIO/BUSD |      FIO |    BUSD |     True |   Spot |          |          |          1 |
|      FIOUSDT |      FIO/USDT |      FIO |    USDT |     True |   Spot |          |          |          1 |
|      FIROBTC |      FIRO/BTC |     FIRO |     BTC |     True |   Spot |          |          |          1 |
|     FIROUSDT |     FIRO/USDT |     FIRO |    USDT |     True |   Spot |          |          |          1 |
|       FISBRL |       FIS/BRL |      FIS |     BRL |     True |   Spot |          |          |          1 |
|       FISBTC |       FIS/BTC |      FIS |     BTC |     True |   Spot |          |          |          1 |
|      FISBUSD |      FIS/BUSD |      FIS |    BUSD |     True |   Spot |          |          |          1 |
|      FISUSDT |      FIS/USDT |      FIS |    USDT |     True |   Spot |          |          |          1 |
|       FLMBTC |       FLM/BTC |      FLM |     BTC |     True |   Spot |          |          |          1 |
|      FLMUSDT |      FLM/USDT |      FLM |    USDT |     True |   Spot |          |          |          1 |
|      FLOWBNB |      FLOW/BNB |     FLOW |     BNB |     True |   Spot |          |          |          1 |
|      FLOWBTC |      FLOW/BTC |     FLOW |     BTC |     True |   Spot |   Margin |          |          1 |
|     FLOWBUSD |     FLOW/BUSD |     FLOW |    BUSD |     True |   Spot |   Margin |          |          1 |
|     FLOWUSDT |     FLOW/USDT |     FLOW |    USDT |     True |   Spot |   Margin |          |          1 |
|      FLUXBTC |      FLUX/BTC |     FLUX |     BTC |     True |   Spot |          |          |          1 |
|     FLUXBUSD |     FLUX/BUSD |     FLUX |    BUSD |     True |   Spot |   Margin |          |          1 |
|     FLUXUSDT |     FLUX/USDT |     FLUX |    USDT |     True |   Spot |   Margin |          |          1 |
|       FORBTC |       FOR/BTC |      FOR |     BTC |     True |   Spot |          |          |          1 |
|      FORBUSD |      FOR/BUSD |      FOR |    BUSD |     True |   Spot |          |          |          1 |
|      FORUSDT |      FOR/USDT |      FOR |    USDT |     True |   Spot |          |          |          1 |
|     FORTHBTC |     FORTH/BTC |    FORTH |     BTC |     True |   Spot |          |          |          1 |
|    FORTHBUSD |    FORTH/BUSD |    FORTH |    BUSD |     True |   Spot |          |          |          1 |
|    FORTHUSDT |    FORTH/USDT |    FORTH |    USDT |     True |   Spot |          |          |          1 |
|     FRONTBTC |     FRONT/BTC |    FRONT |     BTC |     True |   Spot |          |          |          1 |
|    FRONTBUSD |    FRONT/BUSD |    FRONT |    BUSD |     True |   Spot |   Margin |          |          1 |
|    FRONTUSDT |    FRONT/USDT |    FRONT |    USDT |     True |   Spot |          |          |          1 |
|       FTMAUD |       FTM/AUD |      FTM |     AUD |     True |   Spot |          |          |          1 |
|      FTMBIDR |      FTM/BIDR |      FTM |    BIDR |     True |   Spot |          |          |          1 |
|       FTMBNB |       FTM/BNB |      FTM |     BNB |     True |   Spot |          |          |          1 |
|       FTMBRL |       FTM/BRL |      FTM |     BRL |     True |   Spot |          |          |          1 |
|       FTMBTC |       FTM/BTC |      FTM |     BTC |     True |   Spot |   Margin |          |          1 |
|      FTMBUSD |      FTM/BUSD |      FTM |    BUSD |     True |   Spot |   Margin |          |          1 |
|       FTMETH |       FTM/ETH |      FTM |     ETH |     True |   Spot |          |          |          1 |
|       FTMEUR |       FTM/EUR |      FTM |     EUR |     True |   Spot |          |          |          1 |
|       FTMRUB |       FTM/RUB |      FTM |     RUB |     True |   Spot |          |          |          1 |
|       FTMTRY |       FTM/TRY |      FTM |     TRY |     True |   Spot |          |          |          1 |
|      FTMUSDT |      FTM/USDT |      FTM |    USDT |     True |   Spot |   Margin |          |          1 |
|       FTTBNB |       FTT/BNB |      FTT |     BNB |     True |   Spot |          |          |          1 |
|       FTTBTC |       FTT/BTC |      FTT |     BTC |     True |   Spot |          |          |          1 |
|      FTTBUSD |      FTT/BUSD |      FTT |    BUSD |     True |   Spot |          |          |          1 |
|       FTTETH |       FTT/ETH |      FTT |     ETH |     True |   Spot |          |          |          1 |
|      FTTUSDT |      FTT/USDT |      FTT |    USDT |     True |   Spot |   Margin |          |          1 |
|       FUNBNB |       FUN/BNB |      FUN |     BNB |     True |   Spot |          |          |          1 |
|       FUNETH |       FUN/ETH |      FUN |     ETH |     True |   Spot |          |          |          1 |
|      FUNUSDT |      FUN/USDT |      FUN |    USDT |     True |   Spot |   Margin |          |          1 |
|       FXSBTC |       FXS/BTC |      FXS |     BTC |     True |   Spot |          |          |          1 |
|      FXSBUSD |      FXS/BUSD |      FXS |    BUSD |     True |   Spot |          |          |          1 |
|      FXSUSDT |      FXS/USDT |      FXS |    USDT |     True |   Spot |          |          |          1 |
|       GALBNB |       GAL/BNB |      GAL |     BNB |     True |   Spot |          |          |          1 |
|       GALBTC |       GAL/BTC |      GAL |     BTC |     True |   Spot |          |          |          1 |
|      GALBUSD |      GAL/BUSD |      GAL |    BUSD |     True |   Spot |   Margin |          |          1 |
|       GALEUR |       GAL/EUR |      GAL |     EUR |     True |   Spot |          |          |          1 |
|       GALTRY |       GAL/TRY |      GAL |     TRY |     True |   Spot |          |          |          1 |
|      GALUSDT |      GAL/USDT |      GAL |    USDT |     True |   Spot |   Margin |          |          1 |
|      GALAAUD |      GALA/AUD |     GALA |     AUD |     True |   Spot |          |          |          1 |
|      GALABNB |      GALA/BNB |     GALA |     BNB |     True |   Spot |          |          |          1 |
|      GALABRL |      GALA/BRL |     GALA |     BRL |     True |   Spot |          |          |          1 |
|      GALABTC |      GALA/BTC |     GALA |     BTC |     True |   Spot |   Margin |          |          1 |
|     GALABUSD |     GALA/BUSD |     GALA |    BUSD |     True |   Spot |   Margin |          |          1 |
|      GALAETH |      GALA/ETH |     GALA |     ETH |     True |   Spot |          |          |          1 |
|      GALAEUR |      GALA/EUR |     GALA |     EUR |     True |   Spot |          |          |          1 |
|      GALATRY |      GALA/TRY |     GALA |     TRY |     True |   Spot |          |          |          1 |
|     GALAUSDT |     GALA/USDT |     GALA |    USDT |     True |   Spot |   Margin |          |          1 |
|       GASBTC |       GAS/BTC |      GAS |     BTC |     True |   Spot |          |          |          1 |
|      GBPBUSD |      GBP/BUSD |      GBP |    BUSD |     True |   Spot |          |          |          1 |
|      GBPUSDT |      GBP/USDT |      GBP |    USDT |     True |   Spot |          |          |          1 |
|     GHSTBUSD |     GHST/BUSD |     GHST |    BUSD |     True |   Spot |          |          |          1 |
|      GHSTETH |      GHST/ETH |     GHST |     ETH |     True |   Spot |          |          |          1 |
|     GHSTUSDT |     GHST/USDT |     GHST |    USDT |     True |   Spot |          |          |          1 |
|       GLMBTC |       GLM/BTC |      GLM |     BTC |     True |   Spot |   Margin |          |          1 |
|       GLMETH |       GLM/ETH |      GLM |     ETH |     True |   Spot |          |          |          1 |
|      GLMRBNB |      GLMR/BNB |     GLMR |     BNB |     True |   Spot |          |          |          1 |
|      GLMRBTC |      GLMR/BTC |     GLMR |     BTC |     True |   Spot |          |          |          1 |
|     GLMRBUSD |     GLMR/BUSD |     GLMR |    BUSD |     True |   Spot |          |          |          1 |
|     GLMRUSDT |     GLMR/USDT |     GLMR |    USDT |     True |   Spot |          |          |          1 |
|       GMTAUD |       GMT/AUD |      GMT |     AUD |     True |   Spot |          |          |          1 |
|       GMTBNB |       GMT/BNB |      GMT |     BNB |     True |   Spot |          |          |          1 |
|       GMTBRL |       GMT/BRL |      GMT |     BRL |     True |   Spot |          |          |          1 |
|       GMTBTC |       GMT/BTC |      GMT |     BTC |     True |   Spot |          |          |          1 |
|      GMTBUSD |      GMT/BUSD |      GMT |    BUSD |     True |   Spot |   Margin |          |          1 |
|       GMTETH |       GMT/ETH |      GMT |     ETH |     True |   Spot |          |          |          1 |
|       GMTEUR |       GMT/EUR |      GMT |     EUR |     True |   Spot |          |          |          1 |
|       GMTGBP |       GMT/GBP |      GMT |     GBP |     True |   Spot |          |          |          1 |
|       GMTTRY |       GMT/TRY |      GMT |     TRY |     True |   Spot |          |          |          1 |
|      GMTUSDT |      GMT/USDT |      GMT |    USDT |     True |   Spot |   Margin |          |          1 |
|       GNOBTC |       GNO/BTC |      GNO |     BTC |     True |   Spot |          |          |          1 |
|      GNOUSDT |      GNO/USDT |      GNO |    USDT |     True |   Spot |          |          |          1 |
|        GOBTC |        GO/BTC |       GO |     BTC |     True |   Spot |          |          |          1 |
|       GRSBTC |       GRS/BTC |      GRS |     BTC |     True |   Spot |          |          |          1 |
|       GRTBTC |       GRT/BTC |      GRT |     BTC |     True |   Spot |   Margin |          |          1 |
|      GRTBUSD |      GRT/BUSD |      GRT |    BUSD |     True |   Spot |          |          |          1 |
|       GRTETH |       GRT/ETH |      GRT |     ETH |     True |   Spot |   Margin |          |          1 |
|       GRTEUR |       GRT/EUR |      GRT |     EUR |     True |   Spot |          |          |          1 |
|       GRTTRY |       GRT/TRY |      GRT |     TRY |     True |   Spot |          |          |          1 |
|      GRTUSDT |      GRT/USDT |      GRT |    USDT |     True |   Spot |   Margin |          |          1 |
|       GTCBTC |       GTC/BTC |      GTC |     BTC |     True |   Spot |   Margin |          |          1 |
|      GTCBUSD |      GTC/BUSD |      GTC |    BUSD |     True |   Spot |   Margin |          |          1 |
|      GTCUSDT |      GTC/USDT |      GTC |    USDT |     True |   Spot |   Margin |          |          1 |
|       GTOBTC |       GTO/BTC |      GTO |     BTC |     True |   Spot |   Margin |          |          1 |
|      GTOUSDT |      GTO/USDT |      GTO |    USDT |     True |   Spot |   Margin |          |          1 |
|      HARDBNB |      HARD/BNB |     HARD |     BNB |     True |   Spot |          |          |          1 |
|      HARDBTC |      HARD/BTC |     HARD |     BTC |     True |   Spot |          |          |          1 |
|     HARDBUSD |     HARD/BUSD |     HARD |    BUSD |     True |   Spot |          |          |          1 |
|     HARDUSDT |     HARD/USDT |     HARD |    USDT |     True |   Spot |          |          |          1 |
|      HBARBNB |      HBAR/BNB |     HBAR |     BNB |     True |   Spot |          |          |          1 |
|      HBARBTC |      HBAR/BTC |     HBAR |     BTC |     True |   Spot |   Margin |          |          1 |
|     HBARBUSD |     HBAR/BUSD |     HBAR |    BUSD |     True |   Spot |   Margin |          |          1 |
|     HBARUSDT |     HBAR/USDT |     HBAR |    USDT |     True |   Spot |   Margin |          |          1 |
|      HIGHBNB |      HIGH/BNB |     HIGH |     BNB |     True |   Spot |          |          |          1 |
|      HIGHBTC |      HIGH/BTC |     HIGH |     BTC |     True |   Spot |          |          |          1 |
|     HIGHBUSD |     HIGH/BUSD |     HIGH |    BUSD |     True |   Spot |          |          |          1 |
|     HIGHUSDT |     HIGH/USDT |     HIGH |    USDT |     True |   Spot |          |          |          1 |
|      HIVEBTC |      HIVE/BTC |     HIVE |     BTC |     True |   Spot |   Margin |          |          1 |
|     HIVEBUSD |     HIVE/BUSD |     HIVE |    BUSD |     True |   Spot |   Margin |          |          1 |
|     HIVEUSDT |     HIVE/USDT |     HIVE |    USDT |     True |   Spot |   Margin |          |          1 |
|       HNTBTC |       HNT/BTC |      HNT |     BTC |     True |   Spot |          |          |          1 |
|      HNTBUSD |      HNT/BUSD |      HNT |    BUSD |     True |   Spot |          |          |          1 |
|      HNTUSDT |      HNT/USDT |      HNT |    USDT |     True |   Spot |   Margin |          |          1 |
|       HOTBNB |       HOT/BNB |      HOT |     BNB |     True |   Spot |          |          |          1 |
|      HOTBUSD |      HOT/BUSD |      HOT |    BUSD |     True |   Spot |   Margin |          |          1 |
|       HOTETH |       HOT/ETH |      HOT |     ETH |     True |   Spot |          |          |          1 |
|       HOTEUR |       HOT/EUR |      HOT |     EUR |     True |   Spot |          |          |          1 |
|       HOTTRY |       HOT/TRY |      HOT |     TRY |     True |   Spot |          |          |          1 |
|      HOTUSDT |      HOT/USDT |      HOT |    USDT |     True |   Spot |   Margin |          |          1 |
|       ICPBNB |       ICP/BNB |      ICP |     BNB |     True |   Spot |          |          |          1 |
|       ICPBTC |       ICP/BTC |      ICP |     BTC |     True |   Spot |   Margin |          |          1 |
|      ICPBUSD |      ICP/BUSD |      ICP |    BUSD |     True |   Spot |   Margin |          |          1 |
|       ICPETH |       ICP/ETH |      ICP |     ETH |     True |   Spot |          |          |          1 |
|       ICPEUR |       ICP/EUR |      ICP |     EUR |     True |   Spot |          |          |          1 |
|       ICPTRY |       ICP/TRY |      ICP |     TRY |     True |   Spot |          |          |          1 |
|      ICPUSDT |      ICP/USDT |      ICP |    USDT |     True |   Spot |   Margin |          |          1 |
|       ICXBTC |       ICX/BTC |      ICX |     BTC |     True |   Spot |          |          |          1 |
|      ICXBUSD |      ICX/BUSD |      ICX |    BUSD |     True |   Spot |   Margin |          |          1 |
|       ICXETH |       ICX/ETH |      ICX |     ETH |     True |   Spot |          |          |          1 |
|      ICXUSDT |      ICX/USDT |      ICX |    USDT |     True |   Spot |   Margin |          |          1 |
|      IDEXBNB |      IDEX/BNB |     IDEX |     BNB |     True |   Spot |          |          |          1 |
|      IDEXBTC |      IDEX/BTC |     IDEX |     BTC |     True |   Spot |   Margin |          |          1 |
|     IDEXBUSD |     IDEX/BUSD |     IDEX |    BUSD |     True |   Spot |   Margin |          |          1 |
|     IDEXUSDT |     IDEX/USDT |     IDEX |    USDT |     True |   Spot |   Margin |          |          1 |
|       ILVBNB |       ILV/BNB |      ILV |     BNB |     True |   Spot |          |          |          1 |
|       ILVBTC |       ILV/BTC |      ILV |     BTC |     True |   Spot |          |          |          1 |
|      ILVBUSD |      ILV/BUSD |      ILV |    BUSD |     True |   Spot |          |          |          1 |
|      ILVUSDT |      ILV/USDT |      ILV |    USDT |     True |   Spot |          |          |          1 |
|       IMXBNB |       IMX/BNB |      IMX |     BNB |     True |   Spot |          |          |          1 |
|       IMXBTC |       IMX/BTC |      IMX |     BTC |     True |   Spot |          |          |          1 |
|      IMXBUSD |      IMX/BUSD |      IMX |    BUSD |     True |   Spot |          |          |          1 |
|      IMXUSDT |      IMX/USDT |      IMX |    USDT |     True |   Spot |          |          |          1 |
|       INJBNB |       INJ/BNB |      INJ |     BNB |     True |   Spot |          |          |          1 |
|       INJBTC |       INJ/BTC |      INJ |     BTC |     True |   Spot |   Margin |          |          1 |
|      INJBUSD |      INJ/BUSD |      INJ |    BUSD |     True |   Spot |          |          |          1 |
|       INJTRY |       INJ/TRY |      INJ |     TRY |     True |   Spot |          |          |          1 |
|      INJUSDT |      INJ/USDT |      INJ |    USDT |     True |   Spot |   Margin |          |          1 |
|      IOSTBTC |      IOST/BTC |     IOST |     BTC |     True |   Spot |   Margin |          |          1 |
|     IOSTBUSD |     IOST/BUSD |     IOST |    BUSD |     True |   Spot |          |          |          1 |
|      IOSTETH |      IOST/ETH |     IOST |     ETH |     True |   Spot |          |          |          1 |
|     IOSTUSDT |     IOST/USDT |     IOST |    USDT |     True |   Spot |   Margin |          |          1 |
|      IOTABNB |      IOTA/BNB |     IOTA |     BNB |     True |   Spot |          |          |          1 |
|      IOTABTC |      IOTA/BTC |     IOTA |     BTC |     True |   Spot |   Margin |          |          1 |
|     IOTABUSD |     IOTA/BUSD |     IOTA |    BUSD |     True |   Spot |          |          |          1 |
|      IOTAETH |      IOTA/ETH |     IOTA |     ETH |     True |   Spot |          |          |          1 |
|     IOTAUSDT |     IOTA/USDT |     IOTA |    USDT |     True |   Spot |   Margin |          |          1 |
|      IOTXBTC |      IOTX/BTC |     IOTX |     BTC |     True |   Spot |   Margin |          |          1 |
|     IOTXBUSD |     IOTX/BUSD |     IOTX |    BUSD |     True |   Spot |   Margin |          |          1 |
|      IOTXETH |      IOTX/ETH |     IOTX |     ETH |     True |   Spot |          |          |          1 |
|     IOTXUSDT |     IOTX/USDT |     IOTX |    USDT |     True |   Spot |   Margin |          |          1 |
|       IQBUSD |       IQ/BUSD |       IQ |    BUSD |     True |   Spot |          |          |          1 |
|      IRISBTC |      IRIS/BTC |     IRIS |     BTC |     True |   Spot |          |          |          1 |
|     IRISUSDT |     IRIS/USDT |     IRIS |    USDT |     True |   Spot |          |          |          1 |
|     JASMYBNB |     JASMY/BNB |    JASMY |     BNB |     True |   Spot |          |          |          1 |
|     JASMYBTC |     JASMY/BTC |    JASMY |     BTC |     True |   Spot |   Margin |          |          1 |
|    JASMYBUSD |    JASMY/BUSD |    JASMY |    BUSD |     True |   Spot |   Margin |          |          1 |
|     JASMYETH |     JASMY/ETH |    JASMY |     ETH |     True |   Spot |          |          |          1 |
|     JASMYEUR |     JASMY/EUR |    JASMY |     EUR |     True |   Spot |          |          |          1 |
|     JASMYTRY |     JASMY/TRY |    JASMY |     TRY |     True |   Spot |          |          |          1 |
|    JASMYUSDT |    JASMY/USDT |    JASMY |    USDT |     True |   Spot |   Margin |          |          1 |
|       JOEBTC |       JOE/BTC |      JOE |     BTC |     True |   Spot |          |          |          1 |
|      JOEBUSD |      JOE/BUSD |      JOE |    BUSD |     True |   Spot |          |          |          1 |
|      JOEUSDT |      JOE/USDT |      JOE |    USDT |     True |   Spot |          |          |          1 |
|       JSTBTC |       JST/BTC |      JST |     BTC |     True |   Spot |   Margin |          |          1 |
|      JSTBUSD |      JST/BUSD |      JST |    BUSD |     True |   Spot |   Margin |          |          1 |
|      JSTUSDT |      JST/USDT |      JST |    USDT |     True |   Spot |   Margin |          |          1 |
|       JUVBTC |       JUV/BTC |      JUV |     BTC |     True |   Spot |          |          |          1 |
|      JUVBUSD |      JUV/BUSD |      JUV |    BUSD |     True |   Spot |          |          |          1 |
|      JUVUSDT |      JUV/USDT |      JUV |    USDT |     True |   Spot |          |          |          1 |
|      KAVABNB |      KAVA/BNB |     KAVA |     BNB |     True |   Spot |          |          |          1 |
|      KAVABTC |      KAVA/BTC |     KAVA |     BTC |     True |   Spot |   Margin |          |          1 |
|     KAVABUSD |     KAVA/BUSD |     KAVA |    BUSD |     True |   Spot |          |          |          1 |
|      KAVAETH |      KAVA/ETH |     KAVA |     ETH |     True |   Spot |          |          |          1 |
|     KAVAUSDT |     KAVA/USDT |     KAVA |    USDT |     True |   Spot |   Margin |          |          1 |
|       KDABTC |       KDA/BTC |      KDA |     BTC |     True |   Spot |          |          |          1 |
|      KDABUSD |      KDA/BUSD |      KDA |    BUSD |     True |   Spot |   Margin |          |          1 |
|      KDAUSDT |      KDA/USDT |      KDA |    USDT |     True |   Spot |   Margin |          |          1 |
|       KEYETH |       KEY/ETH |      KEY |     ETH |     True |   Spot |          |          |          1 |
|      KEYUSDT |      KEY/USDT |      KEY |    USDT |     True |   Spot |   Margin |          |          1 |
|      KLAYBNB |      KLAY/BNB |     KLAY |     BNB |     True |   Spot |          |          |          1 |
|      KLAYBTC |      KLAY/BTC |     KLAY |     BTC |     True |   Spot |          |          |          1 |
|     KLAYBUSD |     KLAY/BUSD |     KLAY |    BUSD |     True |   Spot |   Margin |          |          1 |
|     KLAYUSDT |     KLAY/USDT |     KLAY |    USDT |     True |   Spot |   Margin |          |          1 |
|       KMDBTC |       KMD/BTC |      KMD |     BTC |     True |   Spot |          |          |          1 |
|      KMDUSDT |      KMD/USDT |      KMD |    USDT |     True |   Spot |          |          |          1 |
|       KNCBNB |       KNC/BNB |      KNC |     BNB |     True |   Spot |          |          |          1 |
|       KNCBTC |       KNC/BTC |      KNC |     BTC |     True |   Spot |   Margin |          |          1 |
|      KNCBUSD |      KNC/BUSD |      KNC |    BUSD |     True |   Spot |   Margin |          |          1 |
|       KNCETH |       KNC/ETH |      KNC |     ETH |     True |   Spot |          |          |          1 |
|      KNCUSDT |      KNC/USDT |      KNC |    USDT |     True |   Spot |   Margin |          |          1 |
|      KP3RBNB |      KP3R/BNB |     KP3R |     BNB |     True |   Spot |          |          |          1 |
|     KP3RBUSD |     KP3R/BUSD |     KP3R |    BUSD |     True |   Spot |          |          |          1 |
|     KP3RUSDT |     KP3R/USDT |     KP3R |    USDT |     True |   Spot |          |          |          1 |
|       KSMBNB |       KSM/BNB |      KSM |     BNB |     True |   Spot |          |          |          1 |
|       KSMBTC |       KSM/BTC |      KSM |     BTC |     True |   Spot |   Margin |          |          1 |
|      KSMBUSD |      KSM/BUSD |      KSM |    BUSD |     True |   Spot |   Margin |          |          1 |
|       KSMETH |       KSM/ETH |      KSM |     ETH |     True |   Spot |          |          |          1 |
|      KSMUSDT |      KSM/USDT |      KSM |    USDT |     True |   Spot |   Margin |          |          1 |
|     LAZIOBTC |     LAZIO/BTC |    LAZIO |     BTC |     True |   Spot |          |          |          1 |
|    LAZIOBUSD |    LAZIO/BUSD |    LAZIO |    BUSD |     True |   Spot |          |          |          1 |
|     LAZIOEUR |     LAZIO/EUR |    LAZIO |     EUR |     True |   Spot |          |          |          1 |
|     LAZIOTRY |     LAZIO/TRY |    LAZIO |     TRY |     True |   Spot |          |          |          1 |
|    LAZIOUSDT |    LAZIO/USDT |    LAZIO |    USDT |     True |   Spot |          |          |          1 |
|       LDOBTC |       LDO/BTC |      LDO |     BTC |     True |   Spot |          |          |          1 |
|      LDOBUSD |      LDO/BUSD |      LDO |    BUSD |     True |   Spot |          |          |          1 |
|      LDOUSDT |      LDO/USDT |      LDO |    USDT |     True |   Spot |          |          |          1 |
|      LINABTC |      LINA/BTC |     LINA |     BTC |     True |   Spot |   Margin |          |          1 |
|     LINABUSD |     LINA/BUSD |     LINA |    BUSD |     True |   Spot |   Margin |          |          1 |
|     LINAUSDT |     LINA/USDT |     LINA |    USDT |     True |   Spot |   Margin |          |          1 |
|      LINKAUD |      LINK/AUD |     LINK |     AUD |     True |   Spot |          |          |          1 |
|      LINKBNB |      LINK/BNB |     LINK |     BNB |     True |   Spot |          |          |          1 |
|      LINKBRL |      LINK/BRL |     LINK |     BRL |     True |   Spot |          |          |          1 |
|      LINKBTC |      LINK/BTC |     LINK |     BTC |     True |   Spot |   Margin |          |          1 |
|     LINKBUSD |     LINK/BUSD |     LINK |    BUSD |     True |   Spot |   Margin |          |          1 |
|      LINKETH |      LINK/ETH |     LINK |     ETH |     True |   Spot |   Margin |          |          1 |
|      LINKEUR |      LINK/EUR |     LINK |     EUR |     True |   Spot |          |          |          1 |
|      LINKGBP |      LINK/GBP |     LINK |     GBP |     True |   Spot |          |          |          1 |
|      LINKTRY |      LINK/TRY |     LINK |     TRY |     True |   Spot |          |          |          1 |
|     LINKUSDC |     LINK/USDC |     LINK |    USDC |     True |   Spot |          |          |          1 |
|     LINKUSDT |     LINK/USDT |     LINK |    USDT |     True |   Spot |   Margin |          |          1 |
| LINKDOWNUSDT | LINKDOWN/USDT | LINKDOWN |    USDT |     True |   Spot |          |          |          1 |
|   LINKUPUSDT |   LINKUP/USDT |   LINKUP |    USDT |     True |   Spot |          |          |          1 |
|       LITBTC |       LIT/BTC |      LIT |     BTC |     True |   Spot |   Margin |          |          1 |
|      LITBUSD |      LIT/BUSD |      LIT |    BUSD |     True |   Spot |   Margin |          |          1 |
|      LITUSDT |      LIT/USDT |      LIT |    USDT |     True |   Spot |   Margin |          |          1 |
|      LOKABNB |      LOKA/BNB |     LOKA |     BNB |     True |   Spot |          |          |          1 |
|      LOKABTC |      LOKA/BTC |     LOKA |     BTC |     True |   Spot |          |          |          1 |
|     LOKABUSD |     LOKA/BUSD |     LOKA |    BUSD |     True |   Spot |          |          |          1 |
|     LOKAUSDT |     LOKA/USDT |     LOKA |    USDT |     True |   Spot |          |          |          1 |
|      LOOMBTC |      LOOM/BTC |     LOOM |     BTC |     True |   Spot |          |          |          1 |
|      LOOMETH |      LOOM/ETH |     LOOM |     ETH |     True |   Spot |          |          |          1 |
|       LPTBNB |       LPT/BNB |      LPT |     BNB |     True |   Spot |          |          |          1 |
|       LPTBTC |       LPT/BTC |      LPT |     BTC |     True |   Spot |   Margin |          |          1 |
|      LPTBUSD |      LPT/BUSD |      LPT |    BUSD |     True |   Spot |   Margin |          |          1 |
|      LPTUSDT |      LPT/USDT |      LPT |    USDT |     True |   Spot |   Margin |          |          1 |
|       LRCBNB |       LRC/BNB |      LRC |     BNB |     True |   Spot |          |          |          1 |
|       LRCBTC |       LRC/BTC |      LRC |     BTC |     True |   Spot |   Margin |          |          1 |
|      LRCBUSD |      LRC/BUSD |      LRC |    BUSD |     True |   Spot |   Margin |          |          1 |
|       LRCETH |       LRC/ETH |      LRC |     ETH |     True |   Spot |          |          |          1 |
|       LRCTRY |       LRC/TRY |      LRC |     TRY |     True |   Spot |          |          |          1 |
|      LRCUSDT |      LRC/USDT |      LRC |    USDT |     True |   Spot |   Margin |          |          1 |
|       LSKBTC |       LSK/BTC |      LSK |     BTC |     True |   Spot |          |          |          1 |
|      LSKBUSD |      LSK/BUSD |      LSK |    BUSD |     True |   Spot |          |          |          1 |
|       LSKETH |       LSK/ETH |      LSK |     ETH |     True |   Spot |          |          |          1 |
|      LSKUSDT |      LSK/USDT |      LSK |    USDT |     True |   Spot |          |          |          1 |
|       LTCBNB |       LTC/BNB |      LTC |     BNB |     True |   Spot |          |          |          1 |
|       LTCBRL |       LTC/BRL |      LTC |     BRL |     True |   Spot |          |          |          1 |
|       LTCBTC |       LTC/BTC |      LTC |     BTC |     True |   Spot |   Margin |          |          1 |
|      LTCBUSD |      LTC/BUSD |      LTC |    BUSD |     True |   Spot |   Margin |          |          1 |
|       LTCETH |       LTC/ETH |      LTC |     ETH |     True |   Spot |   Margin |          |          1 |
|       LTCEUR |       LTC/EUR |      LTC |     EUR |     True |   Spot |          |          |          1 |
